# filename                                	chi2	rotation
# Best matches (according to MCMC):
FBconst/HH45S0A90B0G0initgrid.kappa.fits	  2.1126	 13.67
FBconst/HH178S0A0B0G90initgrid.kappa.fits	  2.1366	 79.67
AGNT8/HH9S3A90B0G0initgrid.kappa.fits   	  2.1390	124.60
FBconst/HH1S10A0B90G0initgrid.kappa.fits	  2.1514	 40.28
FBconst/HH71S1A0B90G0initgrid.kappa.fits	  2.1526	111.02
FBconst/HH62S0A90B0G0initgrid.kappa.fits	  2.1536	 92.63
FBconst/HH1S28A90B0G0initgrid.kappa.fits	  2.1578	 92.76
AGNT8/HH192S0A90B0G0initgrid.kappa.fits 	  2.1634	358.78
FBconst/HH19S1A90B0G0initgrid.kappa.fits	  2.1696	 51.86
FBconst/HH66S0A0B0G90initgrid.kappa.fits	  2.1706	 92.76
FBconst/HH176S0A0B0G90initgrid.kappa.fits	  2.2036	 46.97
FBconst/HH6S2A90B0G0initgrid.kappa.fits 	  2.2068	113.23
AGNT8/HH90S0A90B0G0initgrid.kappa.fits  	  2.2120	 64.92
AGNT8/HH10S1A0B90G0initgrid.kappa.fits  	  2.2214	 92.34
FBconst/HH5S3A0B0G90initgrid.kappa.fits 	  2.2280	 64.67
FBconst/HH155S0A0B90G0initgrid.kappa.fits	  2.2306	131.95
FBconst/HH7S4A90B0G0initgrid.kappa.fits 	  2.2430	  0.95
