# filename                                	chi2	rotation
# Best matches (according to MCMC):
FBconst/HH2S5A90B0G0initgrid.kappa.fits 	  6.7993	345.00
FBconst/HH3S4A90B0G0initgrid.kappa.fits 	  6.8954	310.19
AGNT8/HH118S0A0B0G90initgrid.kappa.fits 	  7.0303	177.46
AGNT8/HH2S4A0B90G0initgrid.kappa.fits   	  7.0529	177.50
AGNT8/HH246S0A90B0G0initgrid.kappa.fits 	  7.2346	246.06
FBconst/HH2S5A0B0G90initgrid.kappa.fits 	  7.4360	272.03
FBconst/HH113S0A90B0G0initgrid.kappa.fits	  7.5651	113.21
FBconst/HH143S0A0B0G90initgrid.kappa.fits	  7.8487	149.13
FBconst/HH143S0A0B90G0initgrid.kappa.fits	  7.8529	177.30
#
# Best matches (according to chi2):
FBconst/HH14S0A0B0G90initgrid.kappa.fits	  2.7844	149.39
FBconst/HH26S1A90B0G0initgrid.kappa.fits	  2.9740	127.15
FBconst/HH26S1A0B0G90initgrid.kappa.fits	  3.0162	130.50
FBconst/HH23S0A90B0G0initgrid.kappa.fits	  3.2474	196.88
FBconst/HH59S0A0B0G90initgrid.kappa.fits	  3.2832	123.62
FBconst/HH16S1A90B0G0initgrid.kappa.fits	  3.3578	182.37
FBconst/HH213S0A0B90G0initgrid.kappa.fits	  3.4414	359.05
FBconst/HH218S0A0B90G0initgrid.kappa.fits	  3.5582	102.84
FBconst/HH2S5A90B0G0initgrid.kappa.fits 	  3.5932	345.00
FBconst/HH7S2A90B0G0initgrid.kappa.fits 	  3.6512	149.57
FBconst/HH16S1A0B0G90initgrid.kappa.fits	  3.7092	144.50
FBconst/HH260S0A90B0G0initgrid.kappa.fits	  3.8496	127.28
FBconst/HH2S5A0B0G90initgrid.kappa.fits 	  3.9040	272.03
FBconst/HH26S1A0B90G0initgrid.kappa.fits	  3.9642	200.35
FBconst/HH2S6A0B0G90initgrid.kappa.fits 	  4.0000	359.01
FBconst/HH36S1A0B90G0initgrid.kappa.fits	  4.1794	298.55
FBconst/HH25S0A0B90G0initgrid.kappa.fits	  4.2494	332.41
AGNT8/HH136S0A90B0G0initgrid.kappa.fits 	  4.2642	151.60
FBconst/HH213S0A90B0G0initgrid.kappa.fits	  4.2788	188.80
FBconst/HH16S1A0B90G0initgrid.kappa.fits	  4.2982	161.05
FBconst/HH114S0A0B0G90initgrid.kappa.fits	  4.3166	126.92
FBconst/HH3S4A0B0G90initgrid.kappa.fits 	  4.3222	359.38
FBconst/HH36S1A90B0G0initgrid.kappa.fits	  4.3726	123.28
AGNT8/HH324S0A90B0G0initgrid.kappa.fits 	  4.4582	127.71
FBconst/HH3S4A90B0G0initgrid.kappa.fits 	  4.4764	310.19
FBconst/HH18S3A90B0G0initgrid.kappa.fits	  4.5392	200.02
FBconst/HH25S0A0B0G90initgrid.kappa.fits	  4.6396	157.45
AGNT8/HH246S0A90B0G0initgrid.kappa.fits 	  4.7044	246.06
AGNT8/HH1S6A0B0G90initgrid.kappa.fits   	  4.8356	145.06
FBconst/HH36S1A0B0G90initgrid.kappa.fits	  4.9054	158.47
FBconst/HH2S5A0B90G0initgrid.kappa.fits 	  4.9522	358.74
AGNT8/HH7S2A0B90G0initgrid.kappa.fits   	  4.9994	196.65
FBconst/HH136S0A90B0G0initgrid.kappa.fits	  5.0082	242.01
AGNT8/HH154S0A0B0G90initgrid.kappa.fits 	  5.0834	293.17
FBconst/HH136S0A0B90G0initgrid.kappa.fits	  5.2274	177.34
FBconst/HH113S0A0B90G0initgrid.kappa.fits	  5.2368	141.44
FBconst/HH2S2A90B0G0initgrid.kappa.fits 	  5.3482	105.75
FBconst/HH7S4A0B0G90initgrid.kappa.fits 	  5.4044	164.80
AGNT8/HH273S0A0B0G90initgrid.kappa.fits 	  5.5006	173.73
AGNT8/HH1S15A0B90G0initgrid.kappa.fits  	  5.5832	224.41
AGNT8/HH1S6A90B0G0initgrid.kappa.fits   	  5.7556	 58.27
AGNT8/HH324S0A0B90G0initgrid.kappa.fits 	  5.8358	182.57
FBconst/HH52S0A0B0G90initgrid.kappa.fits	  5.8452	260.15
FBconst/HH153S0A90B0G0initgrid.kappa.fits	  5.9394	 96.77
FBconst/HH51S1A0B90G0initgrid.kappa.fits	  5.9694	109.50
FBconst/HH143S0A90B0G0initgrid.kappa.fits	  6.0154	169.34
AGNT8/HH118S0A90B0G0initgrid.kappa.fits 	  6.1384	152.51
FBconst/HH20S1A0B90G0initgrid.kappa.fits	  6.2160	271.54
FBconst/HH143S0A0B0G90initgrid.kappa.fits	  6.2468	149.13
AGNT8/HH211S0A0B90G0initgrid.kappa.fits 	  6.3018	177.40
FBconst/HH18S3A0B0G90initgrid.kappa.fits	  6.3238	352.93
