# filename                                	chi2	rotation
# Best matches (according to MCMC):
FBconst/HH36S2A0B0G90initgrid.kappa.fits	  7.1038	182.75
AGNT8/HH118S0A90B0G0initgrid.kappa.fits 	  7.3540	176.65
AGNT8/HH24S0A0B0G90initgrid.kappa.fits  	  7.3604	195.12
FBconst/HH36S2A90B0G0initgrid.kappa.fits	  7.5104	221.19
AGNT8/HH182S0A0B0G90initgrid.kappa.fits 	  7.5676	183.37
FBconst/HH43S0A0B90G0initgrid.kappa.fits	  7.6538	263.47
FBconst/HH21S1A0B0G90initgrid.kappa.fits	  7.8727	262.89
AGNT8/HH324S0A0B90G0initgrid.kappa.fits 	  7.8793	134.33
FBconst/HH19S0A0B0G90initgrid.kappa.fits	  8.0393	272.84
FBconst/HH29S0A0B0G90initgrid.kappa.fits	  8.1243	127.16
AGNT8/HH204S0A90B0G0initgrid.kappa.fits 	  8.1607	208.26
AGNT8/HH148S0A0B0G90initgrid.kappa.fits 	  8.2223	270.20
AGNT8/HH2S0A0B0G90initgrid.kappa.fits   	  8.2804	131.68
#
# Best matches (according to chi2):
FBconst/HH1S7A0B0G90initgrid.kappa.fits 	  4.6646	270.13
FBconst/HH213S0A0B90G0initgrid.kappa.fits	  4.9326	180.22
FBconst/HH13S2A90B0G0initgrid.kappa.fits	  4.9914	263.35
FBconst/HH19S0A0B0G90initgrid.kappa.fits	  5.6272	272.84
FBconst/HH16S1A0B90G0initgrid.kappa.fits	  5.7748	266.85
FBconst/HH23S0A0B0G90initgrid.kappa.fits	  5.9506	179.55
AGNT8/HH7S2A0B90G0initgrid.kappa.fits   	  6.0164	270.44
AGNT8/HH148S0A0B0G90initgrid.kappa.fits 	  6.2922	270.20
FBconst/HH47S0A0B90G0initgrid.kappa.fits	  6.8008	179.53
FBconst/HH21S1A90B0G0initgrid.kappa.fits	  6.9408	267.10
AGNT8/HH259S0A0B0G90initgrid.kappa.fits 	  6.9424	179.52
FBconst/HH36S2A0B90G0initgrid.kappa.fits	  7.3354	266.70
FBconst/HH213S0A90B0G0initgrid.kappa.fits	  7.3872	269.78
FBconst/HH43S0A0B90G0initgrid.kappa.fits	  7.4202	263.47
FBconst/HH40S0A0B0G90initgrid.kappa.fits	  7.4942	182.78
FBconst/HH245S0A0B90G0initgrid.kappa.fits	  8.0582	179.38
FBconst/HH16S1A90B0G0initgrid.kappa.fits	  8.0674	329.51
AGNT8/HH324S0A0B0G90initgrid.kappa.fits 	  8.2800	176.67
FBconst/HH3S4A0B0G90initgrid.kappa.fits 	  8.4358	270.50
AGNT8/HH60S0A0B90G0initgrid.kappa.fits  	  8.4376	176.20
FBconst/HH36S1A0B0G90initgrid.kappa.fits	  8.4454	266.58
FBconst/HH21S1A0B0G90initgrid.kappa.fits	  8.5748	262.89
FBconst/HH47S0A90B0G0initgrid.kappa.fits	  8.7548	272.74
FBconst/HH23S0A0B90G0initgrid.kappa.fits	  8.8282	223.56
AGNT8/HH4S6A90B0G0initgrid.kappa.fits   	  8.8778	267.18
FBconst/HH25S0A0B90G0initgrid.kappa.fits	  8.9308	172.55
FBconst/HH26S1A0B90G0initgrid.kappa.fits	  9.0824	273.11
FBconst/HH20S1A0B90G0initgrid.kappa.fits	  9.1580	176.62
FBconst/HH19S0A90B0G0initgrid.kappa.fits	  9.1734	179.50
FBconst/HH2S6A0B0G90initgrid.kappa.fits 	  9.2610	174.73
FBconst/HH213S0A0B0G90initgrid.kappa.fits	  9.2988	187.21
FBconst/HH43S0A90B0G0initgrid.kappa.fits	  9.3156	263.19
AGNT8/HH138S0A0B0G90initgrid.kappa.fits 	  9.3732	172.69
FBconst/HH30S1A0B90G0initgrid.kappa.fits	  9.4138	169.00
FBconst/HH36S2A0B0G90initgrid.kappa.fits	  9.4386	182.75
FBconst/HH29S0A0B0G90initgrid.kappa.fits	  9.5578	127.16
FBconst/HH113S0A0B90G0initgrid.kappa.fits	  9.7446	273.40
AGNT8/HH272S0A90B0G0initgrid.kappa.fits 	  9.8254	266.82
AGNT8/HH154S0A0B0G90initgrid.kappa.fits 	  9.8806	356.83
FBconst/HH136S0A0B90G0initgrid.kappa.fits	  9.9506	266.91
AGNT8/HH118S0A0B0G90initgrid.kappa.fits 	  9.9540	231.76
AGNT8/HH153S0A0B90G0initgrid.kappa.fits 	  9.9612	176.20
FBconst/HH218S0A0B90G0initgrid.kappa.fits	  9.9804	277.17
FBconst/HH3S4A0B90G0initgrid.kappa.fits 	  9.9838	254.71
AGNT8/HH153S0A90B0G0initgrid.kappa.fits 	 10.0096	176.17
FBconst/HH26S1A90B0G0initgrid.kappa.fits	 10.2560	307.15
AGNT8/HH29S0A0B90G0initgrid.kappa.fits  	 10.3746	266.78
AGNT8/HH118S0A0B90G0initgrid.kappa.fits 	 10.4712	191.01
FBconst/HH3S4A90B0G0initgrid.kappa.fits 	 10.4750	179.58
FBconst/HH25S0A90B0G0initgrid.kappa.fits	 10.4948	254.59
FBconst/HH113S0A90B0G0initgrid.kappa.fits	 10.5076	183.53
